date_time,year,month,city,state,shape,posted
1/23/2018 20:00,2018,1,Frederick,MD,Circle,1/25/2018
1/23/2018 2:00,2018,1,North Haven,CT,Circle,1/25/2018
1/22/2018 20:00,2018,1,Knoxville,TN,Circle,1/25/2018
1/22/2018 19:30,2018,1,Buckhannon,WV,Circle,1/25/2018
1/22/2018 19:00,2018,1,Columbus,OH,Triangle,1/25/2018
1/22/2018 3:30,2018,1,Yakima,WA,Circle,1/25/2018
1/21/2018 14:05,2018,1,Cody,WY,Circle,1/25/2018
1/21/2018 3:08,2018,1,Central City,AR,Circle,1/25/2018
1/20/2018 21:20,2018,1,Austin,TX,Triangle,8/10/2018
1/20/2018 20:20,2018,1,Barrow-in-Furness,NY,Triangle,5/31/2018
1/20/2018 20:00,2018,1,Barrow-in-Furness (UK/England),,Triangle,1/25/2018
1/20/2018 19:00,2018,1,Poultney,VT,Circle,1/25/2018
1/19/2018 20:35,2018,1,Carthage,NC,Triangle,1/25/2018
1/19/2018 7:49,2018,1,Tampa,FL,Circle,1/25/2018
1/19/2018 7:35,2018,1,Orlando,FL,Circle,1/25/2018
1/18/2018 22:44,2018,1,Bel Air,MD,Triangle,1/25/2018
1/18/2018 18:45,2018,1,Rollinsford,NH,Triangle,1/25/2018
1/18/2018 6:40,2018,1,Cambridge,MN,Triangle,1/25/2018
1/18/2018 1:02,2018,1,Roanoke,VA,Triangle,1/18/2018
1/17/2018 19:35,2018,1,Vero Beach,FL,Triangle,1/18/2018
1/17/2018 1:30,2018,1,Tacoma,WA,Triangle,1/18/2018
1/16/2018 21:00,2018,1,Loveland,CO,Circle,1/25/2018
1/16/2018 8:00,2018,1,Sharptown,MD,Circle,1/16/2018
1/15/2018 21:00,2018,1,Northbridge,MA,Circle,4/13/2018
1/14/2018 11:45,2018,1,Wilmington,MA,Circle,1/15/2018
1/14/2018 0:00,2018,1,Frederick,MD,Circle,1/15/2018
1/13/2018 22:00,2018,1,Grand Rapids,MI,Circle,1/16/2018
1/13/2018 20:30,2018,1,Port Saint Lucie,FL,Circle,1/14/2018
1/13/2018 20:30,2018,1,Concord,NH,Triangle,1/25/2018
1/13/2018 19:30,2018,1,Coal Creek,CO,Circle,2/16/2018
1/13/2018 12:45,2018,1,Pasadena,CA,Circle,1/14/2018
1/11/2018 7:30,2018,1,Morristown,NJ,Triangle,1/12/2018
1/10/2018 22:33,2018,1,Somerville,NJ,Triangle,1/14/2018
1/10/2018 19:20,2018,1,Oakland (Canada),NB,Circle,1/12/2018
1/10/2018 17:30,2018,1,Pittsburgh,PA,Triangle,1/12/2018
1/9/2018 21:15,2018,1,Fayetteville,NC,Circle,1/12/2018
1/8/2018 18:00,2018,1,Ballanger County line,WA,Triangle,1/12/2018
1/7/2018 20:07,2018,1,Port St. Lucie,FL,Circle,1/12/2018
1/7/2018 7:00,2018,1,Underwood,IA,Triangle,1/12/2018
1/7/2018 0:10,2018,1,Canberra (Australia),,Triangle,1/12/2018
1/6/2018 6:15,2018,1,Claremore,OK,Triangle,1/12/2018
1/4/2018 22:45,2018,1,Raleigh,NC,Circle,1/12/2018
1/4/2018 20:00,2018,1,Farmington,AR,Triangle,1/12/2018
1/4/2018 6:12,2018,1,Tulsa,OK,Triangle,2/27/2019
1/3/2018 17:15,2018,1,Harleysville,PA,Circle,1/12/2018
1/3/2018 0:10,2018,1,Spalding (UK/England),,Triangle,1/12/2018
1/2/2018 22:20,2018,1,Sparta,TN,Triangle,1/12/2018
1/2/2018 19:30,2018,1,Brown Deer,WI,Triangle,1/12/2018
1/2/2018 19:00,2018,1,Campinas (Brasil),KY,Triangle,11/24/2018
1/1/2018 21:29,2018,1,Las Vegas,NV,Circle,1/12/2018
1/1/2018 16:41,2018,1,Seattle,WA,Circle,1/12/2018
1/1/2018 9:00,2018,1,Brodnax,VA,Circle,1/12/2018
1/1/2018 1:30,2018,1,Orlando,FL,Circle,1/12/2018
1/1/2018 0:25,2018,1,Mooresville,NC,Triangle,1/12/2018
1/1/2018 0:04,2018,1,Port Charlotte,FL,Circle,1/12/2018
